,age,job,marital,education,balance,housing,loan,campaign,pdays,deposit
3265,60.0,admin.,married,secondary,106,no,no,1,53.375,yes
3266,70.0,retired,married,primary,2346,no,no,1,53.375,yes
3267,74.5,retired,divorced,secondary,3219,no,no,1,-1.0,yes
3268,52.0,admin.,single,unknown,2227,no,no,2,-1.0,yes
3269,61.0,self-employed,divorced,tertiary,4087,no,no,2,-1.0,yes
3270,27.0,services,single,secondary,195,yes,no,3,-1.0,yes
3271,63.0,technician,married,secondary,973,no,no,1,53.375,yes
3272,59.0,technician,married,secondary,4087,yes,no,1,53.375,yes
3274,66.0,management,married,unknown,2149,yes,no,1,53.375,yes
3275,74.0,retired,married,primary,1413,no,no,2,-1.0,yes
3276,52.0,technician,married,secondary,117,no,no,3,53.375,yes
3277,71.0,retired,divorced,secondary,0,no,no,1,53.375,yes
3278,33.0,management,married,tertiary,71,no,no,3,53.375,yes
3279,56.0,technician,married,secondary,1938,no,yes,1,53.375,yes
3281,73.0,retired,married,unknown,519,no,no,3,53.375,yes
3282,28.0,blue-collar,single,secondary,-46,yes,no,1,53.375,yes
3283,27.0,technician,single,tertiary,1075,no,no,1,-1.0,yes
3284,38.0,services,single,secondary,91,no,no,1,-1.0,yes
3285,28.0,technician,single,secondary,598,yes,no,1,53.375,yes
3287,47.0,technician,married,primary,235,no,no,2,53.375,yes
3288,60.0,retired,divorced,tertiary,2,no,no,4,53.375,yes
3289,42.0,technician,married,secondary,4087,yes,no,2,-1.0,yes
3290,27.0,student,single,tertiary,311,no,no,3,53.375,yes
3291,25.0,student,single,secondary,154,no,no,1,53.375,yes
3292,74.5,retired,divorced,primary,712,no,no,1,-1.0,yes
3293,29.0,student,single,unknown,4087,no,no,2,53.375,yes
3294,29.0,technician,single,tertiary,2489,yes,no,1,53.375,yes
3295,63.0,retired,married,secondary,2896,no,no,2,-1.0,yes
3296,32.0,management,single,tertiary,354,no,no,2,53.375,yes
3297,32.0,management,married,tertiary,2667,yes,no,1,53.375,yes
3298,42.0,management,married,tertiary,144,no,no,1,53.375,yes
3299,26.0,admin.,single,tertiary,760,yes,no,2,53.375,yes
3300,73.0,retired,single,secondary,1050,no,no,3,53.375,yes
3301,26.0,student,single,secondary,4087,no,no,1,53.375,yes
3302,60.0,admin.,married,secondary,4087,no,no,1,-1.0,yes
3303,25.0,blue-collar,single,secondary,509,no,no,1,-1.0,yes
3304,64.0,retired,married,tertiary,1644,no,no,4,53.375,yes
3305,68.0,retired,married,primary,451,no,no,1,-1.0,yes
3306,39.0,services,married,secondary,53,no,no,1,53.375,yes
3307,40.0,unemployed,single,secondary,334,no,no,1,53.375,yes
3309,36.0,services,married,secondary,52,yes,no,2,53.375,yes
3310,33.0,management,divorced,tertiary,2240,no,no,2,53.375,yes
3311,74.5,retired,married,tertiary,4087,no,no,1,-1.0,yes
3312,31.0,technician,married,tertiary,1570,yes,no,4,53.375,yes
3313,64.0,unemployed,divorced,secondary,588,no,no,1,-1.0,yes
3314,59.0,unemployed,married,secondary,957,no,no,1,53.375,yes
3315,33.0,management,single,tertiary,224,no,no,2,-1.0,yes
3316,35.0,management,married,tertiary,2161,no,no,2,53.375,yes
3317,69.0,retired,married,unknown,426,no,no,1,53.375,yes
3318,31.0,management,single,tertiary,147,no,no,1,53.375,yes
3319,73.0,retired,married,primary,508,no,no,1,-1.0,yes
3320,35.0,technician,married,secondary,294,yes,no,1,53.375,yes
3321,28.0,management,single,tertiary,1825,no,no,1,-1.0,yes
3322,34.0,management,married,tertiary,158,no,no,3,53.375,yes
3323,33.0,management,married,tertiary,0,yes,no,1,53.375,yes
3324,36.0,services,married,secondary,4087,no,no,2,53.375,yes
3325,44.0,management,married,unknown,282,no,no,2,53.375,yes
3326,19.0,student,single,unknown,108,no,no,2,53.375,yes
3327,28.0,management,single,tertiary,187,no,no,1,-1.0,yes
3328,51.0,blue-collar,married,primary,3764,no,no,3,53.375,yes
3329,52.0,unemployed,married,secondary,1416,no,no,2,53.375,yes
3330,61.0,retired,married,secondary,2801,yes,yes,1,-1.0,yes
3331,39.0,management,married,tertiary,494,no,no,2,53.375,yes
3332,37.0,unemployed,married,secondary,1978,no,no,1,-1.0,yes
3333,74.5,retired,married,primary,155,no,no,1,53.375,yes
3334,61.0,admin.,married,secondary,4087,no,no,1,-1.0,yes
3335,72.0,retired,married,secondary,951,no,yes,3,53.375,yes
3336,36.0,management,married,tertiary,495,no,no,3,53.375,yes
3337,74.0,retired,married,tertiary,1843,no,no,1,53.375,yes
3338,35.0,blue-collar,married,secondary,262,no,no,1,53.375,yes
3339,74.5,retired,divorced,primary,0,no,no,2,53.375,yes
3340,71.0,retired,married,tertiary,3561,no,no,6,-1.0,yes
3341,38.0,housemaid,single,secondary,465,yes,no,1,53.375,yes
3342,38.0,management,married,unknown,76,no,no,1,-1.0,yes
3343,53.0,admin.,married,secondary,1796,no,no,1,53.375,yes
3345,64.0,retired,married,primary,2140,no,no,3,53.375,yes
3346,35.0,unemployed,single,secondary,295,no,no,1,-1.0,yes
3347,35.0,admin.,married,secondary,304,no,no,1,-1.0,yes
3348,46.0,management,divorced,tertiary,624,no,no,1,53.375,yes
3349,25.0,blue-collar,single,secondary,303,no,no,1,-1.0,yes
3350,46.0,management,married,tertiary,273,yes,no,2,53.375,yes
3351,59.0,management,married,tertiary,3342,no,no,2,53.375,yes
3352,35.0,technician,single,secondary,1227,no,no,4,53.375,yes
3353,22.0,technician,single,secondary,283,yes,no,2,-1.0,yes
3354,31.0,management,single,tertiary,3384,no,no,3,53.375,yes
3355,43.0,management,divorced,tertiary,2367,no,no,2,53.375,yes
3358,54.0,management,married,secondary,2693,no,no,1,53.375,yes
3359,29.0,self-employed,single,tertiary,655,no,no,1,-1.0,yes
3360,30.0,student,single,secondary,1681,no,no,1,53.375,yes
3361,28.0,management,single,tertiary,866,no,no,2,-1.0,yes
3362,43.0,services,married,secondary,774,no,no,1,53.375,yes
3363,37.0,services,married,secondary,2678,no,no,1,-1.0,yes
3364,62.0,management,married,tertiary,3371,no,no,1,53.375,yes
3365,57.0,management,married,tertiary,4087,no,no,1,53.375,yes
3366,33.0,management,single,tertiary,4087,no,no,3,-1.0,yes
3367,47.0,management,single,tertiary,334,yes,no,1,53.375,yes
3368,39.0,technician,single,tertiary,393,no,no,1,-1.0,yes
3369,30.0,self-employed,single,tertiary,916,no,no,2,53.375,yes
3370,28.0,admin.,single,tertiary,832,no,no,3,53.375,yes
3371,57.0,management,divorced,tertiary,3287,no,no,2,53.375,yes
3372,23.0,services,single,secondary,488,no,no,1,53.375,yes
3373,56.0,housemaid,single,tertiary,1947,no,no,1,-1.0,yes
3374,44.0,admin.,divorced,tertiary,558,yes,no,2,-1.0,yes
3375,74.5,retired,divorced,primary,235,no,no,1,53.375,yes
3376,47.0,management,married,tertiary,288,no,no,1,53.375,yes
3377,27.0,student,single,secondary,4087,no,no,1,53.375,yes
3378,26.0,management,single,tertiary,3,yes,yes,1,53.375,yes
3379,50.0,technician,divorced,secondary,0,no,no,1,53.375,yes
3382,46.0,management,married,unknown,2466,no,no,3,53.375,yes
3383,45.0,technician,married,secondary,1348,no,yes,2,-1.0,yes
3384,60.0,blue-collar,married,primary,4087,no,no,1,-1.0,yes
3385,47.0,admin.,married,secondary,70,yes,no,4,53.375,yes
3386,53.0,admin.,married,secondary,459,no,no,1,-1.0,yes
3387,54.0,technician,married,secondary,2102,yes,no,1,53.375,yes
3388,19.0,student,single,secondary,394,no,no,3,-1.0,yes
3389,24.0,student,single,secondary,4087,no,no,4,53.375,yes
3390,39.0,management,divorced,tertiary,224,no,no,1,-1.0,yes
3391,53.0,technician,married,tertiary,4087,no,no,1,-1.0,yes
3392,29.0,management,single,unknown,560,no,no,1,53.375,yes
3393,30.0,management,married,tertiary,102,yes,no,6,53.375,yes
3394,32.0,management,single,secondary,1088,yes,no,1,53.375,yes
3395,33.0,self-employed,single,tertiary,562,yes,yes,1,53.375,yes
3396,33.0,management,single,tertiary,718,yes,no,1,53.375,yes
3397,57.0,retired,married,unknown,230,no,no,2,53.375,yes
3398,27.0,technician,single,tertiary,-67,yes,no,3,53.375,yes
3399,55.0,management,married,tertiary,3848,yes,no,2,-1.0,yes
3400,36.0,management,single,tertiary,579,no,no,1,-1.0,yes
3401,26.0,management,single,tertiary,1646,no,no,4,53.375,yes
3402,31.0,admin.,married,secondary,1229,no,no,1,-1.0,yes
3403,25.0,unemployed,single,primary,129,no,no,3,-1.0,yes
3404,49.0,admin.,married,secondary,197,yes,no,1,53.375,yes
3405,30.0,management,single,tertiary,3779,no,no,1,-1.0,yes
3406,32.0,management,single,tertiary,2016,no,no,1,53.375,yes
3407,36.0,management,single,tertiary,436,no,no,1,53.375,yes
3408,38.0,management,married,tertiary,413,no,no,1,53.375,yes
3409,45.0,blue-collar,single,primary,116,no,no,1,-1.0,yes
3410,36.0,management,single,unknown,62,no,no,2,-1.0,yes
3411,23.0,student,single,secondary,107,no,no,5,53.375,yes
3412,38.0,technician,married,secondary,497,no,no,1,-1.0,yes
3413,44.0,services,married,primary,2557,yes,no,1,53.375,yes
3414,35.0,management,single,tertiary,2646,no,no,6,53.375,yes
3416,26.0,technician,single,tertiary,1066,no,no,1,-1.0,yes
3417,59.0,technician,married,secondary,1,no,no,2,53.375,yes
3418,30.0,management,single,tertiary,232,no,no,1,-1.0,yes
3419,36.0,blue-collar,married,primary,1177,no,no,1,53.375,yes
3420,39.0,technician,married,secondary,603,no,yes,1,-1.0,yes
3421,24.0,management,single,tertiary,736,yes,no,2,53.375,yes
3422,22.0,services,single,secondary,129,no,no,2,53.375,yes
3423,36.0,management,married,tertiary,-115,yes,no,4,53.375,yes
3424,22.0,management,single,tertiary,104,no,yes,3,-1.0,yes
3425,34.0,management,married,tertiary,589,no,no,2,-1.0,yes
3426,22.0,student,single,primary,3472,no,no,1,53.375,yes
3427,57.0,management,married,tertiary,2845,yes,no,5,-1.0,yes
3428,30.0,student,single,tertiary,4087,no,no,6,53.375,yes
3429,55.0,unemployed,divorced,secondary,309,no,no,1,53.375,yes
3430,38.0,blue-collar,divorced,secondary,0,yes,no,1,53.375,yes
3431,39.0,blue-collar,single,secondary,1672,yes,no,1,53.375,yes
3432,38.0,technician,single,secondary,1711,no,no,3,53.375,yes
3433,24.0,admin.,single,secondary,1295,no,no,1,-1.0,yes
3434,30.0,student,single,secondary,2046,no,no,3,53.375,yes
3435,29.0,blue-collar,single,tertiary,455,no,no,1,-1.0,yes
3436,25.0,student,single,unknown,722,no,no,2,-1.0,yes
3437,52.0,technician,married,secondary,371,yes,yes,2,53.375,yes
3438,62.0,management,married,tertiary,997,no,no,1,53.375,yes
3439,40.0,technician,married,tertiary,206,no,no,6,53.375,yes
3440,74.5,retired,married,secondary,820,no,no,4,-1.0,yes
3441,31.0,admin.,single,secondary,410,no,no,1,-1.0,yes
3442,42.0,self-employed,married,secondary,1216,yes,no,1,53.375,yes
3444,73.0,retired,married,primary,796,no,no,1,53.375,yes
3445,41.0,management,divorced,tertiary,4087,no,no,6,53.375,yes
3447,46.0,admin.,divorced,primary,429,yes,no,2,53.375,yes
3448,35.0,technician,married,secondary,2779,no,no,2,53.375,yes
3449,26.0,management,single,tertiary,222,no,no,1,53.375,yes
3450,45.0,blue-collar,single,secondary,0,yes,no,1,53.375,yes
3451,29.0,management,single,tertiary,1445,no,no,2,53.375,yes
3452,30.0,technician,single,tertiary,655,no,no,1,53.375,yes
3453,26.0,unemployed,single,tertiary,77,no,no,1,-1.0,yes
3454,63.0,blue-collar,married,primary,115,no,no,1,53.375,yes
3455,37.0,unemployed,single,secondary,2722,no,no,2,53.375,yes
3456,26.0,management,single,tertiary,1438,no,no,1,53.375,yes
3457,54.0,admin.,married,unknown,140,no,no,2,53.375,yes
3458,30.0,admin.,single,secondary,915,yes,no,1,-1.0,yes
3459,61.0,retired,married,secondary,1058,no,no,3,-1.0,yes
3460,69.0,retired,married,secondary,0,no,no,2,53.375,yes
3461,74.5,self-employed,married,unknown,4087,no,no,1,53.375,yes
3462,30.0,management,single,tertiary,697,no,no,2,53.375,yes
3463,64.0,retired,married,secondary,4087,no,no,1,53.375,yes
3464,55.0,housemaid,married,secondary,962,yes,no,1,53.375,yes
3465,55.0,technician,married,tertiary,1320,no,no,2,-1.0,yes
3466,29.0,management,single,tertiary,2955,no,no,2,-1.0,yes
3467,41.0,unemployed,married,tertiary,0,no,no,1,53.375,yes
3468,63.0,retired,married,primary,4087,no,no,1,53.375,yes
3469,45.0,admin.,married,secondary,3006,no,no,2,-1.0,yes
3470,32.0,technician,single,tertiary,388,no,no,3,-1.0,yes
3471,41.0,self-employed,married,tertiary,0,yes,no,3,53.375,yes
3472,37.0,management,married,secondary,565,no,no,1,53.375,yes
3473,19.0,student,single,secondary,329,no,no,1,53.375,yes
3474,61.0,retired,divorced,secondary,4087,no,no,1,53.375,yes
3475,40.0,unemployed,single,tertiary,72,no,no,1,-1.0,yes
3476,30.0,management,married,tertiary,4087,no,no,3,53.375,yes
3477,54.0,technician,married,tertiary,395,no,no,1,53.375,yes
3481,60.0,blue-collar,married,primary,5,no,no,1,53.375,yes
3482,34.0,unemployed,single,secondary,1965,no,no,1,-1.0,yes
3483,29.0,housemaid,single,tertiary,19,no,no,1,53.375,yes
3484,74.5,retired,married,tertiary,4087,no,no,1,53.375,yes
3485,64.0,management,married,unknown,2352,no,no,2,53.375,yes
3486,74.5,retired,married,primary,155,no,no,1,53.0,yes
3487,26.0,technician,single,tertiary,401,no,no,2,-1.0,yes
3488,33.0,admin.,married,tertiary,79,yes,no,1,53.375,yes
3490,28.0,management,single,tertiary,437,no,no,1,-1.0,yes
3491,74.0,retired,married,secondary,935,no,no,1,53.375,yes
3492,29.0,student,single,unknown,2929,no,no,1,53.375,yes
3493,72.0,retired,married,primary,2304,no,no,4,-1.0,yes
3494,18.0,student,single,unknown,348,no,no,4,-1.0,yes
3495,46.0,blue-collar,married,secondary,640,yes,no,1,53.375,yes
3496,37.0,technician,married,tertiary,88,no,no,1,53.375,yes
3497,37.0,management,married,tertiary,2283,no,no,2,53.375,yes
3498,32.0,technician,married,secondary,473,no,yes,3,-1.0,yes
3499,51.0,technician,married,tertiary,0,no,no,2,53.375,yes
3500,74.5,unknown,married,unknown,397,no,no,3,-1.0,yes
3502,53.0,management,married,tertiary,3634,no,no,4,53.375,yes
3503,46.0,management,married,tertiary,273,yes,no,6,53.0,yes
3504,74.5,retired,divorced,secondary,3417,no,no,1,53.375,yes
3505,34.0,technician,married,secondary,133,no,no,2,53.375,yes
3506,54.0,management,married,tertiary,1624,no,no,3,53.375,yes
3508,23.0,student,single,unknown,2530,no,no,1,-1.0,yes
3509,34.0,technician,single,tertiary,2838,yes,no,3,-1.0,yes
3510,32.0,unemployed,single,secondary,1026,yes,no,1,-1.0,yes
3512,40.0,admin.,married,secondary,260,yes,no,1,53.375,yes
3513,63.0,retired,divorced,tertiary,0,no,no,1,53.375,yes
3515,48.0,blue-collar,married,secondary,1230,yes,no,2,53.375,yes
3516,28.0,technician,single,secondary,2335,no,no,1,-1.0,yes
3517,35.0,management,married,tertiary,4087,no,no,1,53.375,yes
3518,29.0,management,single,tertiary,-27,no,no,1,-1.0,yes
3519,68.0,retired,married,secondary,1146,no,no,1,53.375,yes
3520,53.0,blue-collar,single,secondary,1004,no,no,1,53.375,yes
3522,58.0,admin.,married,secondary,169,no,no,3,53.375,yes
3523,37.0,management,married,tertiary,393,yes,no,3,53.375,yes
3524,37.0,admin.,married,tertiary,29,no,no,2,53.375,yes
3525,34.0,admin.,married,secondary,920,no,no,3,53.375,yes
3526,50.0,admin.,married,secondary,3608,yes,no,6,53.375,yes
3527,56.0,management,married,primary,870,no,no,1,53.375,yes
3528,57.0,retired,married,primary,4087,no,no,4,53.375,yes
3529,29.0,unemployed,single,primary,1374,no,no,2,53.375,yes
3531,24.0,management,single,tertiary,1,no,no,5,-1.0,yes
3532,46.0,management,married,tertiary,349,no,no,4,53.375,yes
3533,27.0,student,single,tertiary,39,no,no,1,53.375,yes
3535,38.0,management,married,tertiary,1276,no,no,2,53.375,yes
3536,33.0,management,single,tertiary,2364,no,no,1,-1.0,yes
3537,53.0,admin.,married,secondary,53,yes,no,1,-1.0,yes
3538,64.0,retired,married,secondary,1612,no,no,1,53.375,yes
3539,74.5,retired,divorced,primary,639,no,no,3,-1.0,yes
3540,62.0,retired,married,secondary,3114,no,no,2,53.375,yes
3541,41.0,admin.,married,tertiary,1,yes,no,2,53.375,yes
3542,29.0,admin.,single,secondary,1070,yes,no,1,53.375,yes
3543,53.0,technician,married,secondary,195,yes,no,1,53.375,yes
3544,30.0,technician,single,secondary,3144,no,no,2,-1.0,yes
3545,37.0,management,married,tertiary,3236,no,no,2,53.375,yes
3546,74.5,retired,married,unknown,3208,no,no,3,-1.0,yes
3547,47.0,blue-collar,married,secondary,1568,yes,no,3,53.375,yes
3548,61.0,technician,married,secondary,1191,no,no,4,-1.0,yes
3549,46.0,self-employed,married,secondary,706,no,no,1,53.375,yes
3550,31.0,unemployed,single,secondary,2616,no,no,1,53.375,yes
3551,21.0,student,single,secondary,215,no,no,1,53.375,yes
3552,71.0,retired,married,primary,3230,no,no,2,53.375,yes
3553,52.0,admin.,single,secondary,726,yes,no,1,53.375,yes
3554,25.0,student,single,secondary,3713,no,no,2,53.375,yes
3555,60.0,technician,married,secondary,0,no,no,4,-1.0,yes
3556,30.0,admin.,single,secondary,265,yes,no,1,53.375,yes
3557,29.0,unemployed,single,tertiary,70,no,no,1,-1.0,yes
3558,52.0,management,married,tertiary,388,no,no,1,-1.0,yes
3559,59.0,management,married,primary,1727,no,no,4,53.375,yes
3560,38.0,technician,married,secondary,205,no,no,1,-1.0,yes
3561,33.0,services,single,secondary,2881,no,no,1,53.375,yes
3562,31.0,technician,single,secondary,846,no,no,3,53.375,yes
3563,40.0,technician,married,secondary,2266,no,no,3,53.375,yes
3564,28.0,technician,married,secondary,742,no,no,1,-1.0,yes
3565,66.0,management,married,unknown,2149,yes,no,2,53.375,yes
3566,32.0,admin.,single,secondary,344,no,no,2,-1.0,yes
3567,67.0,retired,married,primary,1430,no,no,2,53.375,yes
3568,39.0,unemployed,divorced,secondary,265,yes,no,1,53.375,yes
3569,46.0,housemaid,married,secondary,38,no,no,3,53.375,yes
3570,54.0,retired,married,secondary,3538,no,no,1,-1.0,yes
3571,47.0,services,divorced,unknown,973,no,no,1,53.375,yes
3572,45.0,technician,married,secondary,1831,no,no,2,-1.0,yes
3573,63.0,blue-collar,married,secondary,641,no,no,2,-1.0,yes
3574,60.0,unemployed,married,secondary,1047,no,no,3,53.375,yes
3575,29.0,management,married,tertiary,4087,no,no,3,-1.0,yes
3576,33.0,services,single,unknown,523,yes,no,1,-1.0,yes
3577,48.0,housemaid,married,secondary,0,no,no,5,-1.0,yes
3578,26.0,technician,single,tertiary,515,no,no,1,-1.0,yes
3579,55.0,admin.,married,secondary,4087,no,no,1,-1.0,yes
3580,36.0,technician,married,secondary,1368,no,no,1,53.375,yes
3581,33.0,admin.,single,tertiary,272,yes,no,1,53.375,yes
3582,28.0,blue-collar,single,secondary,-46,yes,no,2,53.375,yes
3583,28.0,services,single,secondary,168,no,no,3,53.375,yes
3584,31.0,management,single,tertiary,515,no,no,5,-1.0,yes
3585,28.0,management,single,tertiary,223,yes,no,1,53.375,yes
3586,49.0,admin.,single,tertiary,228,yes,no,1,53.375,yes
3587,27.0,blue-collar,single,tertiary,644,no,no,1,53.375,yes
3588,28.0,admin.,married,secondary,330,no,no,2,53.375,yes
3589,65.0,admin.,married,secondary,952,no,no,1,-1.0,yes
3590,30.0,technician,single,secondary,1165,no,no,2,53.375,yes
3591,38.0,admin.,married,secondary,0,yes,no,1,53.375,yes
3592,36.0,technician,divorced,secondary,2823,yes,no,1,53.375,yes
3593,63.0,retired,divorced,secondary,1490,no,no,1,-1.0,yes
3594,63.0,retired,married,primary,48,no,no,1,-1.0,yes
3595,28.0,management,single,tertiary,187,no,no,1,53.375,yes
3597,39.0,blue-collar,married,secondary,276,no,no,2,-1.0,yes
3598,31.0,management,single,tertiary,147,no,no,2,53.375,yes
3599,39.0,services,married,secondary,323,no,no,2,53.375,yes
3600,30.0,blue-collar,single,secondary,799,no,no,1,-1.0,yes
3601,67.0,retired,married,unknown,2540,no,no,5,53.375,yes
3602,29.0,blue-collar,single,secondary,322,no,no,1,53.375,yes
3603,36.0,management,married,tertiary,495,no,no,1,53.375,yes
3604,24.0,student,single,unknown,358,no,no,1,53.375,yes
3605,30.0,technician,single,secondary,2371,no,no,1,53.375,yes
3606,21.0,student,single,unknown,53,no,no,1,-1.0,yes
3607,27.0,admin.,single,unknown,861,no,no,4,-1.0,yes
3608,56.0,admin.,married,secondary,602,no,no,1,53.375,yes
3609,66.0,admin.,married,secondary,4041,no,no,2,-1.0,yes
3610,71.0,retired,divorced,primary,275,no,no,1,53.375,yes
3611,26.0,services,single,tertiary,12,no,no,1,53.375,yes
3612,62.0,retired,married,primary,1742,no,no,2,53.375,yes
3613,32.0,self-employed,single,tertiary,46,yes,no,2,-1.0,yes
3614,68.0,retired,divorced,primary,2027,no,no,2,53.375,yes
3615,37.0,admin.,married,tertiary,3221,no,no,2,53.375,yes
3616,27.0,management,single,tertiary,1720,no,no,1,53.375,yes
3617,45.0,technician,single,tertiary,2033,no,no,5,53.375,yes
